"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","EV","BsR","Off","Def","WAR","playerid"
"Darwin Barney","- - -","814","2759","31","297","201","29","5.6%","12.6%",".095",".273",".246",".294",".341",".280","71","84.2","9.5","-82.5","46.8","5.3","2430"
"Adam Lind","- - -","998","3650","143","405","515","3","8.2%","19.2%",".187",".297",".267",".327",".454",".335","109","90.3","-19.9","18.5","-89.5","5.3","8027"
"Jamey Carroll","- - -","490","1710","1","191","91","33","9.8%","13.2%",".050",".316",".271",".345",".321",".302","89","","3.5","-17.7","14.4","5.3","1591"
"Danny Valencia","- - -","865","3222","96","360","397","11","6.7%","20.2%",".157",".311",".268",".317",".426",".321","101","90.0","-28.0","-23.8","-34.3","5.3","6364"
"Jurickson Profar","- - -","547","2032","59","250","222","31","9.0%","16.4%",".159",".261",".238",".318",".397",".311","90","86.9","6.3","-18.1","1.6","5.3","10815"
"Yangervis Solarte","- - -","670","2645","75","282","307","6","7.1%","12.3%",".150",".269",".258",".315",".408",".313","98","87.1","-17.4","-25.9","-8.4","5.2","5352"
"Gaby Sanchez","- - -","674","2240","59","234","262","12","10.0%","16.2%",".157",".281",".254",".332",".411",".327","104","","-2.5","8.6","-26.7","5.2","3361"
"Robinson Chirinos","- - -","602","2125","86","252","269","4","9.6%","26.4%",".200",".280",".231",".325",".431",".328","102","87.1","-14.6","-9.8","-10.1","5.2","3142"
"Trey Mancini","Orioles","462","1916","86","243","238","2","7.3%","22.9%",".209",".320",".276",".335",".485",".346","115","89.7","-2.6","34.1","-46.4","5.2","15149"
"Pete Alonso","Mets","218","932","69","134","155","2","10.3%","26.2%",".307",".270",".252",".350",".559",".373","137","90.5","-4.2","40.7","-16.1","5.2","19251"
"Emilio Bonifacio","- - -","647","2175","12","253","122","138","7.5%","21.2%",".080",".330",".259",".315",".339",".292","81","85.4","28.6","-21.1","1.9","5.2","4054"
"Logan Morrison","- - -","997","3779","140","416","426","23","10.4%","19.6%",".188",".264",".238",".323",".425",".325","105","89.4","-4.9","18.3","-89.2","5.2","9205"
"Jarrod Saltalamacchia","- - -","657","2322","87","277","288","5","10.0%","31.8%",".191",".300",".225",".303",".416",".314","94","89.8","1.5","-16.1","-10.8","5.2","5557"
"Tommy La Stella","- - -","531","1496","31","164","163","5","9.6%","10.6%",".131",".291",".274",".349",".405",".329","107","87.8","-6.2","7.6","-4.6","5.2","12371"
"Daric Barton","Athletics","339","1286","14","136","105","10","14.7%","16.6%",".101",".292",".246",".360",".347",".322","103","","2.9","7.9","-2.4","5.1","5928"
"Chris Iannetta","- - -","912","3169","101","324","348","11","13.7%","24.7%",".166",".278",".226",".340",".392",".323","98","89.8","-19.6","-26.7","-26.6","5.1","8267"
"Welington Castillo","- - -","726","2701","98","251","339","5","6.8%","25.6%",".171",".312",".254",".313",".426",".319","98","89.3","-20.8","-27.7","-9.0","5.1","3256"
"Justin Ruggiano","- - -","431","1383","51","153","153","38","7.9%","26.2%",".183",".325",".260",".323",".443",".334","112","89.8","-6.4","13.6","-8.1","5.1","7620"
"Rafael Furcal","- - -","314","1365","21","183","122","43","8.4%","11.9%",".115",".288",".264",".328",".379",".312","96","","8.6","2.8","4.9","5.1","88"
"Madison Bumgarner","- - -","309","677","19","51","62","0","5.9%","37.5%",".127",".266",".177",".229",".304",".235","46","89.9","-0.3","-44.5","72.1","5.1","5524"
"Adam LaRoche","- - -","767","3099","119","350","413","9","11.1%","23.2%",".186",".286",".245",".329",".430",".330","106","89.6","-16.7","4.2","-51.4","5.1","1904"
"Ike Davis","- - -","667","2392","81","260","291","7","12.3%","22.5%",".175",".281",".239",".332",".414",".327","108","87.7","-11.0","11.0","-35.8","5.0","8433"
"Trevor Plouffe","- - -","830","3234","106","364","379","12","7.6%","20.9%",".168",".278",".242",".304",".410",".312","94","89.5","-11.6","-34.3","-26.9","5.0","7462"
"Omar Narvaez","- - -","393","1342","36","137","119","0","11.4%","19.0%",".132",".312",".267",".355",".398",".329","108","84.7","-6.6","6.2","-3.7","5.0","13338"
"Manuel Margot","- - -","475","1685","34","185","141","62","7.0%","18.6%",".140",".291",".250",".304",".390",".298","85","87.7","6.7","-25.5","22.0","4.9","14712"
"Yolmer Sanchez","White Sox","658","2459","32","252","215","30","6.5%","21.1%",".115",".303",".245",".300",".360",".288","80","86.3","-2.9","-63.0","29.1","4.9","11602"
"Delino DeShields","- - -","576","2056","18","298","133","109","9.8%","23.2%",".094",".323",".246",".326",".340",".296","76","85.3","29.4","-30.9","8.5","4.9","11379"
"Robbie Grossman","- - -","726","2748","50","319","254","37","12.6%","20.9%",".127",".312",".252",".350",".380",".323","103","87.1","-2.0","9.5","-53.6","4.9","5254"
"Mike Yastrzemski","Giants","161","636","31","103","90","4","9.7%","25.5%",".254",".340",".281",".357",".535",".372","135","89.2","2.3","30.9","-2.1","4.9","14854"
"Jung Ho Kang","Pirates","297","1028","46","120","144","8","7.3%","23.2%",".212",".294",".254",".331",".466",".342","116","90.7","-0.5","17.9","-4.2","4.9","17182"
"C.J. Cron","- - -","686","2586","118","283","373","9","5.7%","22.5%",".207",".291",".257",".312",".464",".330","110","89.1","-15.3","14.8","-54.9","4.9","12546"
"Devon Travis","Blue Jays","316","1245","35","155","153","14","4.9%","18.6%",".163",".315",".274",".314",".437",".322","102","87.7","3.1","5.8","-1.2","4.8","13862"
"Matt Adams","- - -","834","2574","118","294","397","4","6.3%","24.6%",".208",".303",".259",".307",".467",".329","106","89.0","-8.3","7.7","-42.9","4.8","9393"
"Manny Pina","- - -","334","1018","29","104","113","4","7.0%","21.5%",".152",".303",".255",".318",".408",".312","90","86.7","-6.0","-18.3","33.0","4.8","2829"
"Maikel Franco","- - -","716","2782","110","302","381","4","6.8%","15.3%",".181",".262",".252",".304",".433",".310","91","88.7","-11.9","-45.5","0.3","4.8","12179"
"Aubrey Huff","Giants","359","1342","39","152","152","12","10.9%","14.4%",".167",".282",".264",".346",".431",".340","115","","-1.8","23.3","-18.9","4.7","1213"
"Shohei Ohtani","Angels","266","967","47","133","147","29","9.5%","27.1%",".234",".331",".269",".340",".503",".355","126","92.2","4.6","35.9","-23.1","4.7","19755"
"Jonny Gomes","- - -","690","2225","76","270","291","17","10.8%","26.5%",".165",".304",".242",".335",".408",".328","104","88.1","10.9","20.5","-46.7","4.7","1845"
"Kendrys Morales","- - -","1084","4328","167","458","587","2","7.9%","18.6%",".179",".288",".261",".326",".440",".330","109","92.0","-42.7","2.0","-103.0","4.6","8610"
"Amed Rosario","Mets","403","1564","32","187","148","50","4.3%","20.8%",".135",".323",".268",".302",".403",".300","89","88.0","5.6","-15.5","12.7","4.6","15518"
"Jeimer Candelario","- - -","333","1367","37","159","131","7","10.5%","25.1%",".160",".296",".235",".326",".395",".314","95","87.9","3.1","-5.4","2.5","4.6","13621"
"A.J. Pierzynski","- - -","822","3109","77","275","360","5","3.7%","11.1%",".137",".284",".272",".307",".409",".310","90","86.2","-30.6","-66.5","7.7","4.5","746"
"Chris Heisey","- - -","697","1758","62","218","178","25","6.3%","23.5%",".175",".281",".238",".296",".413",".309","91","86.5","9.3","-10.2","-1.1","4.5","3978"
"Ruben Tejada","- - -","663","2396","10","225","158","16","8.4%","15.0%",".067",".295",".250",".324",".317",".287","81","85.3","-1.3","-54.2","22.3","4.5","5519"
"Adeiny Hechavarria","- - -","922","3288","37","311","273","35","5.0%","16.7%",".097",".295",".253",".291",".351",".278","74","87.5","-3.5","-105.5","46.0","4.4","10459"
"Brendan Ryan","- - -","620","2040","12","189","144","39","7.0%","18.8%",".075",".262",".214",".277",".289",".255","59","84.3","7.2","-90.0","66.2","4.4","6073"
"Allen Craig","- - -","534","2013","59","239","296","11","7.1%","19.6%",".158",".320",".276",".333",".435",".336","113","84.4","-15.5","15.1","-34.1","4.4","3433"
"Mark Reynolds","- - -","1270","4554","209","547","610","29","11.6%","30.1%",".206",".289",".228",".324",".435",".330","100","87.8","-17.9","-17.9","-86.1","4.4","7619"
"Eric Sogard","- - -","737","2313","25","251","175","43","8.6%","13.5%",".093",".278",".246",".316",".340",".290","81","85.3","7.0","-44.0","9.7","4.4","7927"
"Mallex Smith","- - -","442","1654","13","198","114","120","8.1%","21.9%",".105",".329",".255",".325",".361",".301","90","84.8","19.2","-2.5","-11.0","4.4","13608"
"Tim Beckham","- - -","473","1751","63","201","198","13","6.3%","28.8%",".182",".322",".249",".302",".431",".313","96","87.9","-4.7","-12.3","-4.0","4.3","7949"
"Michael Young","- - -","619","2623","48","318","310","13","6.6%","13.2%",".127",".324",".295",".340",".422",".332","103","","-13.1","-5.2","-40.8","4.3","1286"
"Domingo Santana","- - -","516","1919","77","233","244","30","10.9%","31.9%",".192",".350",".255",".341",".446",".338","110","89.4","4.5","28.5","-49.6","4.3","10348"
"Nyjer Morgan","- - -","392","1380","8","173","83","62","6.2%","16.4%",".081",".323",".269",".331",".350",".306","88","","11.3","-9.4","8.2","4.3","4885"
"Justin Bour","- - -","559","1950","92","206","303","3","11.2%","22.9%",".205",".287",".253",".337",".457",".338","114","90.1","-20.0","12.9","-33.0","4.3","9744"
"Greg Garcia","- - -","578","1303","14","142","99","7","12.7%","20.7%",".093",".311",".245",".354",".339",".311","93","85.0","4.5","-6.6","6.9","4.2","10951"
"Ryan Roberts","- - -","390","1310","38","161","143","28","9.4%","19.3%",".147",".271",".238",".310",".385",".307","89","","-0.7","-17.5","16.8","4.2","5653"
"John Jaso","- - -","803","2581","55","293","281","16","12.4%","15.9%",".150",".293",".258",".356",".408",".338","115","87.2","-10.0","35.7","-80.4","4.2","5887"
"Jim Thome","- - -","259","850","48","97","134","0","15.1%","27.6%",".261",".326",".265",".378",".527",".388","145","","-11.9","32.6","-21.1","4.2","409"
"Eduardo Nunez","- - -","858","3008","58","353","309","142","4.5%","13.3%",".128",".302",".276",".310",".404",".308","90","88.2","6.0","-30.2","-28.6","4.2","6848"
"Orlando Hudson","- - -","331","1296","16","155","108","35","9.2%","17.1%",".106",".290",".246",".318",".352",".298","87","","5.3","-15.2","12.6","4.2","1307"
"Jose Martinez","- - -","432","1386","43","170","182","7","9.2%","19.8%",".158",".339",".289",".356",".447",".345","117","90.1","-2.0","27.9","-31.4","4.2","7996"
"Eric Thames","- - -","605","2112","96","286","235","18","9.8%","29.2%",".226",".306",".241",".325",".467",".337","107","89.6","3.4","24.0","-50.8","4.1","3711"
"Curt Casali","- - -","328","951","37","97","105","2","10.0%","27.5%",".183",".286",".230",".316",".413",".315","95","87.4","-4.6","-9.4","17.9","4.1","12510"
"Stephen Vogt","- - -","646","2169","68","217","265","4","7.7%","17.9%",".171",".276",".250",".308",".421",".312","97","86.8","-2.9","-12.2","-20.8","4.1","5000"
"Jorge Alfaro","- - -","304","1073","36","103","124","9","4.5%","34.4%",".153",".380",".262",".316",".416",".312","94","90.5","-6.4","-15.2","21.7","4.1","12180"
"Ramon Santiago","- - -","461","1368","13","133","100","5","8.2%","14.8%",".079",".280",".242",".316",".321",".289","77","","0.8","-36.1","29.2","4.1","1417"
"Tommy Edman","Cardinals","147","576","16","88","62","17","5.6%","18.9%",".166",".329",".283",".337",".449",".335","110","87.1","6.2","13.7","6.5","4.1","19470"
"Austin Meadows","- - -","233","934","43","121","119","19","8.7%","23.7%",".232",".326",".276",".345",".508",".355","126","89.9","-0.4","31.1","-21.0","4.0","15672"
"Giovanny Urshela","- - -","342","1149","35","143","143","2","6.2%","17.6%",".159",".306",".273",".322",".432",".322","100","89.2","-9.5","-8.4","11.6","4.0","10681"
"Caleb Joseph","- - -","425","1367","32","133","127","2","5.3%","23.4%",".128",".272",".222",".270",".351",".271","66","86.1","-4.9","-59.7","51.9","4.0","7087"
"Mitch Garver","Twins","242","827","40","121","120","0","10.0%","25.5%",".231",".304",".256",".337",".487",".347","117","90.0","-1.9","16.6","-5.1","4.0","15161"
"Cory Spangenberg","- - -","419","1380","29","154","119","34","7.2%","27.1%",".133",".342",".256",".315",".389",".306","91","87.2","13.2","-2.0","-3.7","4.0","12294"
"Vernon Wells","- - -","495","1895","78","220","233","25","6.1%","14.7%",".188",".245",".242",".289",".430",".312","95","","-0.6","-12.0","-14.0","3.9","1326"
"Cavan Biggio","Blue Jays","159","695","24","107","76","20","16.1%","26.5%",".190",".310",".240",".368",".430",".347","119","88.3","5.7","22.1","-4.2","3.9","19252"
"Yordan Alvarez","Astros","89","378","28","60","82","0","13.8%","25.1%",".343",".360",".312",".410",".654",".431","177","92.4","-2.0","35.2","-8.7","3.9","19556"
"Ryan Raburn","- - -","681","2065","69","238","265","4","7.7%","25.5%",".180",".306",".248",".312",".428",".322","98","89.5","4.6","-0.7","-31.1","3.8","2218"
"Casey Blake","Dodgers","209","810","21","88","90","1","9.1%","23.2%",".148",".307",".249",".327",".397",".320","101","","0.6","1.9","10.4","3.8","719"
"Jesus Aguilar","- - -","499","1526","71","192","249","0","10.0%","24.8%",".210",".302",".259",".336",".470",".342","112","89.4","-7.9","15.3","-25.3","3.8","11342"
"Jesse Winker","Reds","303","1038","42","137","119","2","12.5%","17.0%",".199",".308",".280",".380",".479",".368","126","90.0","-6.6","28.1","-25.1","3.8","13590"
"Hunter Renfroe","- - -","432","1589","97","194","226","12","7.4%","28.0%",".257",".254",".228",".290",".486",".324","102","89.3","-0.8","3.1","-15.4","3.8","15464"
"Yorvit Torrealba","- - -","333","1196","18","100","104","8","6.9%","16.4%",".103",".299",".259",".313",".362",".300","81","","-6.9","-32.7","31.3","3.8","1135"
"Michael A. Taylor","Nationals","574","1804","53","204","184","77","6.8%","31.4%",".157",".326",".237",".291",".395",".294","79","88.4","10.6","-35.7","16.9","3.8","11489"
"Chris Johnson","- - -","828","2972","63","255","338","18","4.8%","25.1%",".130",".355",".276",".314",".407",".314","97","89.7","-13.4","-25.0","-30.4","3.8","1191"
"Chris Coghlan","- - -","673","2340","44","269","187","39","9.5%","19.6%",".140",".290",".243",".320",".382",".309","92","87.9","9.7","-12.5","-25.3","3.8","6878"
"James McCann","- - -","601","2245","65","217","252","7","5.7%","25.5%",".145",".312",".249",".300",".394",".299","86","88.5","-14.2","-52.1","13.7","3.7","12859"
"Alex Verdugo","- - -","211","709","20","91","64","8","7.5%","15.8%",".168",".322",".290",".345",".458",".341","113","88.4","1.6","13.5","3.0","3.7","17027"
"Teoscar Hernandez","- - -","377","1401","76","189","187","17","8.4%","31.6%",".247",".310",".245",".309",".492",".337","112","91.4","-0.8","19.8","-28.3","3.7","13066"
"Donovan Solano","- - -","505","1599","16","148","151","11","5.3%","17.8%",".090",".331",".276",".321",".366",".301","89","88.2","-3.1","-21.4","8.0","3.7","8623"
"Johan Camargo","Braves","349","1155","34","140","144","2","7.3%","20.5%",".168",".306",".261",".319",".430",".319","96","87.7","-1.1","-8.3","7.8","3.7","14950"
"Michael Morse","- - -","693","2421","99","259","308","2","6.3%","24.2%",".194",".325",".272",".327",".465",".344","118","90.6","-22.7","27.9","-67.7","3.7","3035"
"James Loney","- - -","980","3698","63","328","404","23","6.7%","11.9%",".112",".302",".278",".327",".390",".313","99","86.4","-18.0","-24.1","-58.9","3.5","4556"
"Clint Barmes","- - -","654","2090","36","185","180","7","6.0%","19.3%",".110",".275",".232",".289",".342",".277","70","83.7","2.9","-71.2","41.2","3.5","1830"
"Eloy Jimenez","White Sox","177","730","45","95","120","0","5.8%","26.0%",".251",".318",".276",".321",".527",".353","124","91.5","2.2","24.0","-15.7","3.5","17484"
"Johnny Damon","- - -","359","1484","28","185","143","34","9.2%","14.1%",".138",".288",".259",".331",".397",".323","102","","10.5","14.2","-31.2","3.5","185"
"Travis Hafner","- - -","360","1392","50","141","178","4","10.8%","21.4%",".179",".295",".253",".350",".432",".342","116","","-4.8","21.9","-35.3","3.5","1573"
"Erik Kratz","- - -","335","951","31","76","105","1","4.9%","21.9%",".146",".235",".209",".256",".355",".265","63","88.7","-2.5","-45.1","48.5","3.5","4403"
"Lourdes Gurriel Jr.","Blue Jays","206","830","42","110","118","10","5.2%","23.3%",".222",".330",".287",".327",".508",".350","121","90.7","-2.4","19.7","-10.9","3.5","19238"
"Scott Van Slyke","Dodgers","355","869","29","84","95","11","9.8%","25.7%",".175",".300",".242",".326",".417",".326","109","87.4","-4.4","3.4","1.3","3.5","4365"
"Freddy Sanchez","Giants","171","740","10","76","71","3","6.1%","13.9%",".106",".329",".291",".338",".397",".324","105","","-0.3","3.6","7.3","3.5","1624"
"Sam Fuld","- - -","520","1411","11","157","110","65","9.4%","15.2%",".097",".260",".223",".299",".320",".278","76","85.3","11.5","-28.1","14.4","3.5","8254"
"Josh Bell","Pirates","552","2191","86","283","309","4","11.9%","19.0%",".205",".289",".261",".349",".466",".343","114","90.1","-16.3","22.8","-61.1","3.5","13145"
"Tom Murphy","- - -","157","491","28","51","74","3","6.5%","34.4%",".243",".331",".250",".301",".493",".331","102","89.4","1.4","2.4","15.6","3.4","13499"
"Max Stassi","- - -","214","591","19","59","63","0","9.0%","28.1%",".146",".274",".216",".297",".362",".290","83","89.9","-5.6","-18.5","31.0","3.4","10059"
"Danny Santana","- - -","509","1739","42","239","188","71","4.6%","25.8%",".158",".333",".260",".299",".418",".307","87","89.2","13.6","-14.3","-13.0","3.3","10322"
"Juan Pierre","- - -","561","2214","5","271","130","155","5.6%","6.4%",".051",".297",".278",".331",".329",".298","81","","28.4","-19.4","-21.2","3.3","443"
"Kevin Kouzmanoff","- - -","229","894","25","91","114","4","4.3%","16.7%",".151",".274",".250",".291",".401",".302","86","","-3.2","-17.9","18.9","3.3","5995"
"Carlos Corporan","- - -","231","779","20","62","78","0","5.6%","26.3%",".124",".273",".217",".279",".341",".274","70","85.9","-4.8","-31.9","37.7","3.3","5587"
"Tyler Naquin","Indians","325","1023","31","127","121","11","6.2%","26.3%",".169",".349",".274",".323",".443",".324","99","90.3","2.2","0.7","-5.3","3.2","13359"
"Gordon Beckham","- - -","966","3352","66","362","288","28","6.7%","18.0%",".122",".268",".233",".294",".355",".287","76","86.3","-4.2","-99.7","18.8","3.2","9015"
"Bryan Reynolds","Pirates","189","754","23","107","87","4","8.9%","23.6%",".183",".347",".280",".349",".463",".345","114","89.0","-1.0","13.7","-7.4","3.2","19326"
"Andruw Jones","- - -","278","819","46","95","115","9","12.5%","25.2%",".238",".244",".224",".330",".462",".346","113","","-1.5","11.2","-8.5","3.2","96"
"Austin Nola","- - -","127","451","17","61","59","1","9.1%","21.5%",".190",".316",".271",".347",".461",".343","119","88.3","1.0","11.6","5.4","3.2","15941"
"Tucker Barnhart","Reds","628","2173","44","178","213","6","10.0%","18.5%",".124",".290",".248",".326",".372",".301","83","86.3","-19.2","-65.9","27.5","3.2","10200"
"Everth Cabrera","- - -","407","1630","10","169","101","113","7.9%","21.1%",".075",".311",".244",".308",".319",".282","80","88.4","15.5","-23.1","3.4","3.2","8155"
"J.P. Crawford","- - -","218","853","12","101","88","14","11.1%","21.2%",".128",".288",".231",".325",".359",".301","89","85.5","1.2","-10.4","13.2","3.2","15491"
"Luke Scott","- - -","382","1388","59","156","189","9","9.7%","21.3%",".213",".279",".250",".327",".463",".341","114","","-5.2","17.6","-34.6","3.1","3469"
"Ben Gamel","- - -","442","1383","23","174","126","13","9.1%","24.7%",".128",".341",".261",".331",".388",".313","95","87.5","2.8","-5.8","-10.5","3.1","12160"
"Chris Carter","- - -","750","2853","158","334","400","12","11.5%","33.3%",".239",".272",".217",".312",".456",".332","110","91.3","-11.5","19.5","-83.0","3.1","9911"
"Andy Dirks","Tigers","297","1063","24","150","100","13","7.1%","16.3%",".137",".314",".276",".332",".413",".326","103","","3.0","7.1","-13.0","3.1","6453"
"Kurt Suzuki","- - -","1149","4307","104","412","530","10","6.1%","11.9%",".136",".266",".254",".312",".390",".306","89","87.0","-19.5","-72.7","-36.5","3.1","8259"
"Chris Gimenez","- - -","346","937","21","106","82","4","10.5%","24.0%",".130",".287",".228",".315",".358",".299","85","87.1","-3.9","-20.1","18.5","3.1","7324"
"Niko Goodrum","- - -","297","1161","33","132","118","31","9.2%","30.1%",".173",".316",".234",".307",".407",".306","90","88.6","9.8","-4.8","-5.9","3.1","12092"
"Adam Dunn","- - -","711","2911","146","317","391","4","13.9%","32.5%",".221",".276",".215",".329",".436",".335","109","","-16.1","13.3","-77.7","3.0","319"
"Travis Snider","- - -","529","1615","43","171","170","21","8.2%","24.2%",".150",".300",".242",".306",".392",".307","92","88.3","0.3","-14.4","-8.7","3.0","2830"
"Nate Schierholtz","- - -","625","1769","46","184","184","24","6.4%","18.3%",".158",".276",".244",".298",".402",".304","92","","5.9","-9.6","-14.9","3.0","6201"
"Carlos Pena","- - -","564","2179","84","250","252","11","14.8%","27.7%",".189",".251",".204",".331",".393",".321","102","","-4.1","1.6","-44.3","3.0","934"
"Ji-Man Choi","- - -","290","1000","39","106","128","6","12.8%","23.1%",".206",".285",".245",".345",".451",".338","115","90.6","-1.4","17.7","-20.4","3.0","5452"
"Pat Burrell","- - -","212","656","27","67","85","0","13.7%","26.2%",".203",".299",".245",".349",".448",".349","122","","-2.1","14.7","-6.3","3.0","949"
"Mike Leake","- - -","338","549","6","46","32","0","2.9%","35.7%",".078",".307",".192",".221",".270",".218","30","83.1","-0.3","-46.0","57.3","3.0","10130"
"Ryan Ludwick","- - -","550","2123","67","207","281","1","8.6%","21.9%",".164",".295",".251",".321",".415",".323","103","","-10.0","-1.6","-33.8","3.0","1260"
"Brian Goodwin","- - -","357","1124","42","144","129","22","8.5%","28.7%",".205",".322",".250",".317",".455",".326","102","88.3","2.0","4.9","-13.8","3.0","12858"
"David Bote","Cubs","246","711","24","85","103","10","11.3%","27.1%",".175",".307",".240",".338",".415",".324","100","91.4","2.1","2.2","2.8","2.9","14593"
"Christian Walker","- - -","270","945","42","130","116","10","9.9%","25.9%",".213",".306",".253",".335",".466",".338","108","90.7","3.8","14.2","-15.3","2.9","13419"
"Will Smith","Dodgers","91","333","23","53","67","2","11.4%","22.2%",".306",".277",".268",".363",".574",".386","144","90.0","-2.1","17.0","1.9","2.9","19197"
"Yandy Diaz","- - -","201","784","17","109","77","4","11.5%","16.8%",".138",".323",".280",".364",".418",".338","113","91.2","-3.3","9.0","-5.1","2.9","16578"
"Hunter Dozier","Royals","293","1181","43","144","131","8","9.1%","26.5%",".202",".317",".253",".323",".455",".330","105","89.7","-4.4","3.3","-15.4","2.9","15117"
"Trent Grisham","- - -","110","435","16","66","50","11","11.7%","25.7%",".194",".300",".243",".342",".437",".335","109","88.0","0.5","5.1","9.7","2.9","18564"
"David Dahl","Rockies","264","1020","38","149","142","15","6.5%","26.0%",".208",".358",".286",".334",".494",".348","101","88.2","5.0","6.3","-10.7","2.9","13744"
"Ryan Sweeney","- - -","400","1287","11","138","116","3","7.8%","15.2%",".105",".313",".269",".327",".374",".310","94","","-0.9","-10.4","-4.9","2.9","6352"
"Luis Arraez","Twins","124","487","4","70","41","2","9.0%","8.2%",".098",".354",".331",".390",".429",".354","122","87.2","1.2","14.5","-3.7","2.8","18568"
"Adam Wainwright","Cardinals","253","531","5","36","54","0","3.4%","30.1%",".094",".259",".179",".209",".274",".211","28","86.7","-0.2","-45.9","56.7","2.8","2233"
"Chad Pinder","Athletics","367","1128","44","136","128","2","6.5%","26.2%",".186",".297",".244",".302",".430",".312","98","90.6","-5.5","-9.2","-2.2","2.8","15191"
"Jake Cave","Twins","205","660","25","99","85","2","6.7%","32.9%",".197",".354",".254",".321",".451",".329","106","89.3","1.2","5.7","-1.9","2.8","14477"
"Eric Young Jr.","- - -","621","1865","12","268","111","158","7.7%","18.1%",".088",".299",".245",".312",".332",".289","75","85.5","34.7","-19.3","-11.9","2.7","7158"
"Eric Chavez","- - -","328","946","31","96","125","3","8.7%","19.9%",".171",".305",".268",".329",".440",".331","106","","-3.8","2.2","-7.7","2.7","906"
"Kyle Blanks","- - -","224","761","23","86","89","5","8.5%","28.9%",".156",".315",".239",".314",".395",".314","102","87.3","4.9","6.0","-3.8","2.7","49"
"Franmil Reyes","- - -","296","1074","62","132","146","0","8.8%","28.4%",".232",".314",".263",".326",".495",".344","115","92.8","-5.4","14.4","-25.3","2.7","14566"
"Jon Berti","- - -","116","451","8","75","40","27","10.4%","25.3%",".123",".358",".269",".359",".391",".329","107","87.1","8.9","13.0","0.5","2.7","12037"
"Keon Broxton","- - -","376","1026","39","136","95","60","10.4%","38.6%",".179",".317",".209",".297",".388",".297","81","88.6","5.6","-20.2","12.4","2.7","9253"
"Adam Rosales","- - -","548","1511","44","163","158","15","7.1%","26.5%",".147",".288",".229",".290",".376",".291","80","88.1","4.7","-31.4","6.9","2.7","9682"
"Chris Snyder","- - -","224","777","25","70","90","0","13.6%","25.0%",".145",".244",".203",".318",".348",".295","80","","-8.7","-27.0","28.9","2.7","4606"
"Ryan Schimpf","- - -","147","534","35","74","78","1","13.3%","33.3%",".300",".218",".195",".318",".496",".342","114","88.7","6.1","15.2","-6.4","2.6","9953"
"Bo Bichette","Blue Jays","75","340","16","50","44","8","5.6%","22.6%",".241",".361",".307",".347",".549",".372","136","89.7","-1.4","14.0","2.2","2.6","19612"
"Jesus Guzman","- - -","391","1094","25","108","136","18","8.9%","22.4%",".146",".304",".247",".317",".393",".312","101","","3.2","5.6","-13.8","2.6","3118"
"Danny Jansen","Blue Jays","181","626","22","71","71","0","9.7%","20.3%",".162",".229",".208",".297",".370",".291","80","87.5","-1.0","-17.0","22.8","2.6","16535"
"Scott Schebler","- - -","380","1379","61","171","167","13","8.3%","23.4%",".203",".274",".239",".318",".442",".324","98","89.5","0.8","-3.6","-15.5","2.6","12225"
"Brian Bogusevic","- - -","321","834","19","93","67","24","8.6%","24.5%",".135",".301",".238",".311",".373",".303","89","89.5","1.3","-10.1","8.9","2.6","4719"
"Victor Robles","Nationals","241","899","23","116","94","35","5.3%","23.5%",".157",".308",".250",".320",".407",".312","89","83.5","4.0","-9.3","7.2","2.5","18363"
"Yovani Gallardo","- - -","271","363","8","26","28","0","2.8%","31.7%",".122",".289",".203",".232",".325",".245","45","89.5","-0.2","-23.1","36.3","2.5","8173"
"John Mayberry","- - -","535","1459","52","164","172","15","8.0%","22.5%",".182",".275",".236",".301",".418",".314","97","85.5","0.5","-5.0","-15.4","2.5","3390"
"Alex Gonzalez","- - -","380","1472","43","159","169","4","4.3%","19.6%",".155",".272",".239",".277",".395",".293","80","","-3.9","-37.4","15.7","2.5","520"
"Casey McGehee","- - -","725","2667","51","226","309","7","8.1%","16.6%",".117",".286",".252",".312",".369",".301","87","88.9","-26.6","-67.4","9.4","2.5","6086"
"Bobby Abreu","- - -","474","1664","32","183","176","52","13.3%","19.4%",".135",".302",".252",".351",".387",".329","109","","-2.9","14.0","-45.2","2.5","945"
"David Lough","- - -","342","820","13","95","67","17","5.2%","16.8%",".117",".293",".254",".300",".371",".295","83","84.8","3.4","-12.4","8.9","2.5","7215"
"Casper Wells","- - -","277","758","25","92","81","6","7.5%","26.5%",".166",".288",".230",".299",".395",".306","93","","1.0","-5.0","3.7","2.5","9700"
"Jose Lobaton","- - -","406","1261","21","109","107","0","9.6%","22.8%",".106",".269",".216",".294",".321",".275","71","87.0","-8.2","-52.0","34.3","2.5","4243"
"Ehire Adrianza","- - -","466","1220","16","143","114","18","7.7%","18.9%",".116",".292",".244",".310",".360",".292","82","85.5","2.1","-24.4","7.5","2.5","8418"
"Jacob Stallings","Pirates","137","425","9","44","41","1","8.5%","22.4%",".110",".325",".262",".327",".372",".300","85","88.7","-0.4","-8.3","18.1","2.5","13723"
"Alexi Casilla","- - -","335","990","5","126","81","51","6.7%","13.6%",".097",".285",".249",".302",".346",".288","77","","8.7","-18.2","8.3","2.4","5248"
